Text,Sentiment
Daniel Shelton Gerard Shelton Jer Kirwan,positive
Good man paul ya jaysus lick arse,positive
Ahah da prova Dario Cervellin Francesco Andrea Tibaldo,positive
Shes sum yoke ya go,negative
die htten heute mal zu mir kommen knnen und helfen,negative
Stop imagine seeing that craic going on in a field,negative
Das do nix zamme reist is alles,negative
Bestimmt Doppel t trger beigelegt und verschweit,negative
Die knnten bei mir de Hang nuf schaffeP so wie die Erde spreielt,negative
zehn Meter bei unseren Bden und es liegt in Einzelteil da,negative
Fuk u Wayne ya prick,negative
Pascal Garnier Karen Greau guillaume me dit qu il faut que tu face pareil pour fournir le semoir,negative
Yes mon pote c est trop la classe  IH,positive
Und der fendt hat kein Rupartikel Filter,negative
Da gih weh ins eve snel boer Provoost,negative
I dont think Martin and speed go in the same sentence,negative
Tony O Flynn Kevin Mc Sweeney Iain OSullivan,positive
Ha ha lol new sport,positive
You see the power of red without the cloud,positive
Ren Punt ben je nou al klaar,neutral
Shane McAuliffe not sure is this jamos thingnot yet at least,negative
Felix Nllen wie war das,negative
man darf nur mit 7kmh pflgen,negative
Ben Cunningham that u in the Porsche,positive
Not fast enough for me,negative
Aaron McGee thatll be u at the ploughing,negative
My smoke screen nobody can see me leave,negative
Haha gewonnen van rjan Schrauwen,positive
Der hat sicher die software von vw kregt,negative
Michael Abbott why dont you try this You might not come last then,negative
Achatz Peter Franz Kienzer Bernhard Krll Jrgen Peitler,positive
Some reek coming oot that fendt,positive
Is hier dicht bij mij bert,negative
Daarom   maar was een ouf filmpje vlgs mij of nie,negative
Is des a vw Traktor,negative
Steven Hamilton  would be some craic hitin a big stone lol,negative
Smokes about the same but thats where the similarity ends Jane Barraclough,negative
En groetjes daar aan iedereen,positive
May forget about a valtra an go for a good case hi,negative
Anything to get rid of the deutz lol,negative
The case is bossing it Ollie Heal,negative
We missee dis at ploughin Oliver Brady,negative
John Owen felma fyddi din redig pan main amsar peint ia Lol,negative
Shes some case  Chloe Tevlin,positive
Ooo loard shes a beast ha ha ha the poor ol fendts under a horrid bit of pressure if she aint red leave her in the shed,negative
Fleck farms plows like this,negative
Shoulda put the JD in it,negative
Great but the green one doesnt appear to have a DPF fitted,negative
Ci vuole solo il newholland,neutral
Zo doe je dat Bart land zo klaar,negative
Jeppe Michelsen jeg troede du var stoppet som farmer,negative
Ich glaub da wrde scho en Kchesieb langeP der wer glei zuP,negative
Non l hanno messo senno non c era competizione,negative
Jan Hofmann Dominik Waas Lars Schmitt Thomas Stang Mirco Sherpa Mirec Hofmann,positive
FIAT CHALLENGE VS 818 D,negative
Mark Hennessy Hugh Goodson Will Dalrymple,positive
Das wre doch was fr Marco,negative
Skimmers need tweaking for a proper job,negative
Thorben Frdrich Jan King Christian Wohld,positive
Rinse Broersma wol rikje mar net winne loser,negative
Jawol hie gjit sneller allinig ut draaien op ut kopein net,negative
Nehee die case hat der gjin moeite mei,negative
Jason Kemp this is Robert Kemp today before he came to Sydney,positive
Jamie McLeanScott CampbellStephen CraigRoss WoodBradley RodgerPhilip Rudd,positive
John Owen felma ma gneud,negative
Here you go Melissa some tractor porn for you,negative
Adrian Smith cant beat a good case lad,positive
On no this footage has been leaked my boss is gonna kill me ploughing at that speed lol,negative
Russell would fairly knock oot a park Craig Thomson,positive
Jacco Koppejan Jacco de Looff Koen Smit Johan Koppejan,positive
James George Wattsthats how ye plough,negative
Yes boy Flat to the mat,negative
James Wildig can you not get on and do it like this,negative
Are the engines supplied by VW,negative
Nei da gr s sakte s,negative
Luis Otarola Concha hay teni,positive
Una cosa as mas o menos ando yo en mo jajaja,neutral
Evan Bell bet you cant do this,negative
Case hat deutsche Abgasnorm Fendt die amerikanische,negative
Thomas Porter us trying to subsoil,negative
Fendt mye ryk og lite effekt,negative
M diskuter ka som e onkli traktom me john gunnar,negative
Jeg har prvd Men det hjelper lite,negative
S du har enda ikke kjnt at Case e drli,negative
The horse days were so relaxed,positive
Hahaha dont think hittin a big stone would end well lol would leave u with much of a plough hahahaha,negative
New local sport fur Findlins Ian Nicolson,positive
STILL LESS POLLUTION THAN A VOLKWAGGON,negative
Thomas M Tos Mark Healy is this you two fuckers messin,negative
Christian Hallenberg Hansen De kan f vendt noget jord p kort tid,neutral
Jason Bushell Enda Surlis Mark Biggins Kirsty Mckay,negative
One for you Padraig Grealish,positive
You shuh up pricilla ya fools bastard ya,negative
Some rough diesel in the fendt for all that black smoke,negative
Must be a volkswagon engine in the fendt lol das auto,negative
Janie Orr This is what you need,positive
Thats one way to plough a park,negative
Definately get the work done in half the time,negative
Damien Carragher Mark Carragher Stephen Carragher,positive
Callum Smith this is how we would do it haha,negative
Charles Johnston James Fillingham they sound well like,positive
Stuart Ramage and Jim flat oot iday  Steven Webster,negative
thats how u do it,positive
also is that tractor remapped or something,negative
Cees Kaashoek Hans van Asch Tjeerd Vd Bos,neutral
Fuck knows haha it must be it,negative
Thomas Hjorth Pedersen Nikolaj Folkmann,positive
Ola Sunnset Jon Sugustad Ole Martin Hoem,positive
Petter Sommerschild Tor Isak Hyem,positive
Fendt  no very environmentally friendly lol,negative
Just a good driver in tue case you saw this turns,positive
Michael McLaren is this what you do,positive
Aurimas Vyniauskas va taip reikia art D,negative
Denis OConnor Nigel SkehanI know you to would love to watch this fucking farmers,positive
We arnt farmers we are contractors kid,negative
Agricultural contractor is d word ur looking fr Alain,negative
Ii stiu ii stiu D,positive
Frank Mennen wenn er am pflgen ist,positive
Volle Kanne statt halbe Kraft,negative
Wusste berhaupt nicht dass Fendt mit VW Motoren ausgestattet ist,negative
Ja irgendwo mssen die ja jetzt mit den Dieselmotoren hin,negative
Must be going to rain,negative
U should try it in the T7,negative
Craig Pidgeon u be into a bit of that,negative
Wanging her round on the independents Alex Thompson Tom Mead,negative
The fendt must have been build at the vw factory,negative
Richard Calcott Henry Robinson Will Calcott,positive
Eoin sullivan and Adrian Tobin on a Saturday,positive
Samuele Stentella guarda come vanno quello con il Case a fine passata blocca anche le ruote per girarsi prima,positive
Is this you match ploughing,negative
Think its a type of ploughing match I could win,negative
A claas would smoke that,negative
Job Schouten hoef je niet ee  vloeistofkoppeling te proberen,negative
Mart Lindhout op vrijdag middag p,neutral
Philip and James are you trying to finish harvest,negative
Louis Philippe Goyette sa rentre au poste,positive
Jesus Romeo estos son mas rapidos que tu eee jajaja,negative
Bravo case foarte elegant este,positive
Nogo for de Stian Lotten,negative
Kjeitt visst det hekta einast,negative
Verkelee tft Bli ngg  jra slek m 68n,negative
Stephen Rogers thats how you plough,negative
Stephen Rogers this is his you plough lol,negative
Wouldnt be long doin a field Unless you caught a stone,negative
Detta er da allerede prvd hos deg stian 2850  to skjrs var d ikke,negative
Thought he was going to blow it up the amount of black coming it the exhaust,negative
Der grne ist sicher ein vw,negative
Ollie Hiscock got the fendt in this one your old man will love it,positive
Ola Zimmermann her gr dieselen fort,negative
That case tho Shaun Saunders,negative
Arne Diekmann Julian Kruse Tido Saathoff,neutral
Hvard Hjelmseth snn dkk plye p Smna,negative
Haha Ja har ligget i hardtrening lenge,negative
Cas van Riet ploegen bij paul,positive
Jos de Nooijer Ruben Roelse,positive
Jack Sayers shes no county,negative
She only think she has reek,negative
She only thinks she can eat coal,negative
She can keep on dreamin,positive
At lest she moves faster when she is ploughing than a county,negative
Diny van derKlooster is pa al aan het ploegen,neutral
Je vader kan t beter,negative
il doit y avoir de lusure,positive
Michal Adam y foume ti,positive
co pire que le marchal,positive
Donie Lyons Benny Bridget Martin,negative
disons quil peuvent aller de plus en plus vite il y a de moins en moins de ferraille,positive
et didonc je savais pas que fendt mont des moteurs VW sur leur taxi p,negative
Peter Crole wanting finished to get to the pub,negative
Mdr les gros tarrer ici sa fume noir cher le fendt mais je pense que le case et plus maniable pour le faire,negative
Bah oui c est pour sa qu il marche aussi bien,negative
Get your guys working like this Carl,positive
Kathryn McAllister be you in no time,positive
A little bit quick for Northumberland I think,neutral
Adrien Le Clainche Adrian Rouault,positive
Darren Laing desperate to get back for a kebab,negative
Stephen Allen shows the power,positive
Ta vue le merdier ici,negative
A mon avis le taf est bcl,positive
Mikey Canavan us there now trying to get to dalys haha,negative
Juandediosmtz mira mira jajajajajaj hay anda la jabancha,negative
Hehe hr gr det undan sa Jesus nr han for p arslet ner fr oljeberget,negative
Aidan Cronau thats how you should be doing it,negative
Thatd be you if you were a farmer,negative
Maxi Bauer Julia Bauer so muas des ausschau,negative
Jake Punton and Aidan Punton doing the fields Ottalie Jane Oades,positive
Chris Baines Luke Beckwith hahaaa,positive
Gedeminas Blays kada bandom taip,negative
und bei VW schimpfen sie ber die Abgaswerte,negative
415 in lavrick hahahahhas Andrew Alderslade,positive
Jamie Mitchell Matthew Mitchell nothing like the reek out of the 2850,negative
Thats black smoke there Cameron Mitchell something which has never come out a the 28,negative
JoseYniny Loza Escamilla es la chirilla jalando jajajja,negative
Donatas Balinas va kaip reikia laukus arti DD,negative
Pamela Thompson this is how u get on,positive
Modestas Makaveckas Gytis DaunisVa taip reik arti D,positive
Taip ir varau ne greiiu o dmais D,negative
A sim heim redimento bruto,negative
Antanai a kartais ne tu ten prisproges,negative
Eso necesitas tuu Victor Garcia Perez,neutral
Muchos cv para lo que yo tengo que hacer Esos tractores son bombas aunque el fendtel verde echa un humo un poquito raro,negative
Jaja as verdad inticos jaja el rojo tiene mejor buelta pero el otro tiene mejor avance,negative
Haha das nie best denk Zullen wel drukke planning hebben hihi,negative
Thats cool That looks like fun,positive
Aurelien Lecat fai la mm,neutral
Iets voor jou Peter van Gennip,positive
Nu o sa vezi asa ceva in realitate,positive
This is what I needed yesterday at Liverpool plains,positive
Tim White you ploughing again,negative
Der mu das Fenster aufmachen dann zieht der auch B,negative
Oisin Farrell dats how ya shud b ploughin lad,negative
Paddy Murphy no dats fun,negative
Its sum job hyyy say its hard on da owl Plough,negative
1 tings for sure d ploughin match wudnt take 3 days if day all ploughed like dat haha,negative
Haha job be done for tea time,negative
B done b4 d stands ar even set up,negative
Is this da speed u Wer doing at da plowing James Fitzgerald  Jay Keniry,negative
2040 would look good Robert Hudson,positive
Andrew Potter is this Reece,positive
Look at that smoke wtf,neutral
Zo een moet ik ook hebben hahahaha buffel,negative
Was the Fendt tuned by VW engineers,negative
quello rosso e piu svelto e fa meno fumo,negative
That darling has that fuel turned up pretty high,positive
Ben Howson is this how you plough when you do it,negative
Think that fends must be built by VW,negative
Neil Bryant you need to pick up your speed mate,negative
Laura regards tu fais pareil,positive
gondolom az egyik traktor bi zemanyaggal megy,negative
Almedin gledaj lola sto izvrcu haha,positive
Dragan Sormaz Borislav Buvac Marinko Puzavac S,neutral
Jebo te sejo nemoj da ja oznacavam tebe na tvoj sport P,negative
Pa jarane moj  brze ide od mog golfa,negative
Vjeko vidi pajdic stroj fendt uopce ne dimi hahahaha,negative
Enzo Piccioni el tuyo pero con turbo jajaja,positive
Juan Beg Chalang Jamhuri Ali,negative
Figyeld az IH hogy fordl,negative
Duncan Keir looks like your plooin,positive
Danny Farrow Kingsleyy Grayy Adam Flinton Jamie JP Thistleton,positive
Richard Bannister be u int new valtra,positive
Seria mai veche de la Fendt  cu motoare de MAN Am si eu unulsuper,negative
Mads Dahl Rasmussen Jylland living,positive
Trey Hudson normally plows this fast,negative
Throwing dirt to the other side of the field lol,negative
Dante Bertola Leo Eze Bertola,positive
Fendt rookt als een oude Ford of is het sjoemel software  milieu problemen,negative
Rok Primoi okej nebo meu praznega tanka takoj,negative
Pieter net wat met de 511,neutral
Franck Liadouze cest nous sa,positive
Da es toch geen beest van nen 800 zeker Ben Manssens Jo Coppens Levi Lecocq,negative
Wel spijtig da den case wint,positive
Kr vrtinc u keslu najbr,negative
Da es gezichts bedrog diene fendt zijn ploeg is zwaarder,negative
Tole jje ajno ko kurba bl ko midva oba skup,negative
Bernie das wr was frn sni,negative
Bas Wilbers kiek die dikke fendt jonge,negative
Geet dr bij onnie rikkert,negative
Everybodys working for the weekend,positive
Justin Delalieu les labours jets,positive
Kzal u maar gelijk geven zeker p,negative
Looks like the CIH barely breaking a sweat,negative
Beau labour Etienne Lacroix Yoann Papeghin,positive
Angelo Pesci tanto fumo e poco arrosto,positive
Tomas Martyn this us on our farm placement,positive
Avec le case c un lion le mex,positive
Pai olha a Edilson Ferreira da Silva,positive
Jan Nik vara qu 200cavellucci,positive
Je veux cet fendt chez moi,positive
Ja ovako nemogu brzo ici kada je plug podignut,negative
Karel Meertens Brecht Meertens Wouter Stassen,positive
Jason Gascoigne what do y think tho this,positive
John Sampson doing it all wrong this is quicker,negative
El mato col rosso xe un ganzon Incula a sangue il fendt senza tutto il fumo e il rumor  la classe non  co2,negative
Eric O Brien you ploughing for sure  top speed,positive
Brian Cullen Shane Healy ya need a CASE,negative
Jan Skabar te g visto come gira de prepotenza,positive
Not atal dem boys need a 77,negative
James Ford now thats how you do ploughing,negative
De Mathy Laureys me den trecteur van tor Beck,neutral
Baptiste Mur Paul Roux Alexandre Didier  Thibault Sapet Nicolas Dostes Guillaume Pags Damien Paariis,positive
Jani Hahka brtt ett na lskand,negative
Must not be to many rocks in the field,negative
Joel Nicholls tell Johnny to trade that John deer back in and get the 828 back in business,negative
Freno separato e si esce a fare il culo ai figli di papa P,neutral
Frederic Duco Florient Pescadre Denis Pambrun Guillaume Verg Alex Fontan,positive
Susan Butters one for tractor man Garry You know the tractor driver that saved the day,negative
So a tamischa mc cormeck D,negative
E vett ikkje heilt om du ser hvilken a dei som ryker s svart at den snart tar fyr,negative
Neil Hamilton  George Stilwell no thats farming Richard style,negative
Peter Johansson Jonas Hansson Emil Johnsson Emil Hjalmarsson Simon Nilsson,positive
Mathieu met le mme pot que le case sur le 6620 Ca va donner mdr,positive
Stark ich wrd sagen direkt trainingslager einberufen,negative
Andy Taylor I swear this is how a certain contractor we know ploughs,negative
Nice v8 in that Massey will be a treat,positive
Just seen this  Stephen Flaws,negative
Niklas Beck Valentin Graf Nuku Lar,negative
Clive Widna lik tae see dis dreels end on,negative
Altro che colin mecrea questo a cinque anni giogava in stalla con i  trattori,negative
Arne Lillemoen slik du gjr det au ell,negative
Fy fasen vad jag hade krt ifrn dom med min 810,negative
Florent Soulenq la je serai au comme un enfant,positive
Bara s eftert sen Mattias Storbonn Petterson Sren Axelsson,neutral
Tom Nunn Tom Tom Murray,positive
Du Di Daniel Wiener Martin Grinschgl hund gib sein scherm,negative
Hund get des is sia original,positive
Smokey getting it done thoughnot as fast but hey,positive
Verkeerde bril op Sijbren Van der Kooi,negative
greit med ein traktor som fungerer i lengda au,negative
When you need the seed in the ground and know the growth is slowing Stephen Goodwin,negative
Kelian Garin quand je dois boss mais que javais prvu daller  la pche,negative
Anthony Kidd Bob Bob Kidd,positive
Nytter ikkje  diskutere med du,negative
Steve Minchin have you seen this  it looks like amazing fun,positive
James Morrison Ian Smith gan to be dein this in the mossy haha,negative
Des wrd passn zum hulz strafn,negative
Nicolas StJacques check a vitesse qui fais sa,positive
Case doesnt stand a chance Iain Mitchell,negative
I va tout casser osti,negative
C du monde de mme qui devrait faire nos champs,positive
Aye fan its full o sheep,positive
Cud u gather the stones,positive
Jason Canella Eric Leonard Daniel Carbo,positive
Thijs Desmet gaj ni veranderen van merk p,neutral
Fend Ya po laire stock haha,negative
Henry S Wright is that you,positive
Paddy Lane you wouldnt be long doing the field with these lads,negative
Hayden Todd here ya go bud,positive
Fucking hell  we could do with them for a half hour,negative
Tim Glover tractor porn lol,negative
Dont see any blue  need I say anymore,negative
Well with the stones in the field  they wouldnt be leaving with much of the plough,negative
Padraig Kelly stay with her jonny jonny,positive
Si llevarn el arado bien clavado enseguida iban a correr,positive
Sean O Sullivan Jason O Connor Jeremy Hoare,positive
Kvin Hahn pas le temps,positive
We no stones we only have bog,negative
Romain Loeuillet les fendt peuvent se ranger par rapport  un puma,positive
Its all about that vario transmission lol,negative
Jan de Man wat voor herman en zn fendt,positive
Johnathon Barrow James Dawson Hugh Macague,negative
Philippe Bourdeau prend note sa s appelle labourer a ct au prolard,positive
Martin Blake will we give it a go,positive
Y doit avoir un soudeur pas ben loin,positive
Sergio M Tarifa cuando andbamos en las estancias    horas antes del festival,positive
LPierre qui labour  Sylvaiin Petiit Didier Le Fournis,negative
Ah ben oui normal P,negative
Berenice Dave new ploughing style for Colin,negative
This would deffo suit us,negative
Thats your uncle driving the fendt id say Shane ODonoghue,negative
Hahahahahah that wud be him alright,negative
Darren Leslie Andrew Leslie Martin Jamieson when you have to finish the perk afore you can go tae the pub,positive
Wouldnt need to hit a fir block Micky Hicks,negative
Jos Antonio Lpez Grandas esto  arar amigo Ajajjajaja,neutral
Scholtes Lol could you see Kenny watching us,positive
Joseph Pickett Pete Haskett Speed ploughing,negative
Wouldnt take them men long covering a bit of ground  Mac Kierans Thomas Wedlock Ryan Addy Christopher Mc Mahon,negative
o Bixo Kaio Nogueira Dias,positive
Gavin Mcbride what you think,positive
Anthony Julien cest pas un labour jet a,positive
Thomas Thomas Gourley Jeff Mullan Mark Gilkinson Mark Cardwell Mark Allen Gareth Allen Edgar Watt  this is the way to plough,negative
Nick Kasten thats how u get shit done,negative
Andrew Clark Brian Ruggiero Anthony Faccone,positive
Se va a fundir esa wea Ja,negative
Kisara Mariah Kooi send this to your dad lmao,positive
Labour tu ton champ comme ca MarcAndr Ct haha,negative
Ol mate in the case got it wound up haha,negative
Colm Burke they flat out,negative
Neil Begley wouldnt be long ploughing mealie like that,negative
Pa dios ese esta chispeado a tope,negative
That sure reminds me of Bill and Randy Thomas LOL,positive
Jos Schiffer Andreiayluis Sandini Lopes Roni Lops,negative
Jacko Jackson blows more then your patrol,negative
Andrea Ramani tipo un picio samurai,positive
You guys plow like this  Lol,negative
Mike Foster  wouldnt know what to do going full speed  ahead and Kenny would run away and complain like always,negative
Robert Maragliano Matt Foiada is this you guys,positive
Andy Needham found the next mixer tractor,negative
Joel Sensenig did u do some mods to that,negative
as cualquiera quiere trabajar  o no Adri Frank,negative
Ethan Pahl Austin Copsey Nathan Copsey,positive
Looks a little too wet to be plowing oh well,negative
Oh yeah Every day on our way to lunch,positive
Blake Corzine this is Corzine farms here bud,positive
Garret Carey Andrew Carey we need to get Chris Murphy on his tractor he could give them a run for their money,negative
Thats someones farm but definitely isnt ours lol My dad would kill me,negative
Oh wait its Z dogs farm Theyre the best in the state,positive
Bracc Jorgensen Tadd Jorgensen Chad Crossley Bryan Jorgensen,negative
Matt Hugo typical tractor operation speed for you,negative
On rodeo nights and date nights thats how I rolled to get done,negative
Thats something YOU would do sta ley,positive
Chase Burch grandpa have your ass if us was doing that lol,negative
Loll le case boucane mme pas,negative
Not me but looks like fun,positive
We need to do that,negative
Thats crowey doing a normal day Jamie McCall,positive
if they took the emissions off the case i bet itd help Shawn Hawks,negative
James McInnisDenzel van VulpenTim Roeterdink Agco power,positive
Drew Gordon dont leave Kurt alone with the farm equipment,negative
Lachy Bailey Nicholas Jayden Bridge,positive
Doug Harazin Chris Harazin Kyle Harazin,negative
You two I could only imagine,positive
Yoann Moelo pas de perte de temps le programme est charger,positive
Id be happy with a tractor that sounded like that but then again my jeep sounds better,positive
Gaank is alles Daan Roel Stijn Maikel,negative
Until you realise snake is in the back seat,negative
One more round and the Fendt will explode,positive
Rowdy gas op die zuigers,negative
Freni a parte xe tutto uguale,negative
on est loin de la mthode soft du semis en direct cest plutot du tracteur pulling,negative
William Hough Craig Raymond Wickham we need this,positive
Davy van Steerteghem Case power,positive
Christian SchttLiza Schrder  mit der richtigen Farbe geht alles,positive
Chris Clayton Robert Kelleher Donal Tansey ploughing on a Saturday evening,negative
If I were to plough a field I think it would go down something like this Izzy Sallie Katie,negative
Lee Fehringer I can see you Ben dueling it out on the field like this Lol,positive
Justin Flett pick your game up mate,positive
Haha ges it looks like I need more horse power to get some pace up,negative
Logan Padget something you would do,positive
Matteo Bertani Andrea Cimarosti Liam Ruggeri Mattia Peruffo,positive
Cameron Gray John Ranford look at the fendt loosing the battle in two ways one being emmissions and other being it cant keep up,negative
Nick Wilson benny just herd double brown on special lol,negative
I dont know about thatthe plough would be in 2 halfs the first run,negative
Stefan Marian Tobias Klaas Adrian Wilm Max Torben,positive
Was this a steam event against diesel,negative
thats nufin ya wana c me in 77 wen the time comes,negative
Tim Milton turn your back on Joe Smaridge for 5 mins,negative
Speed plowing Matthew Baker Matt Blair Ben Thomas,negative
Niels Prinsen Wilfred Hekman dit noem je pas ploegen,negative
La a y va pas besoin de pass le rotalabour,negative
Fabi Burle Florian Huber Philipp Holz,positive
Des nenn i mal wettpflugen,negative
What the bells all that about,negative
Nico so muss der 8er ruchern,negative
I reckon  You should get that as your first car,neutral
Guillaume Theo cest bon pour la Cop 21,positive
Alexandre Petit quand tu labour,positive
Faut que je montre ca  sacha il va etre tout fou,neutral
Ye might enjoy this Richard JoyceStephen Monaghan Shayne O Connor,positive
Already got the ibiza boss haha,negative
Haha I can see Rocco and Martin doing this,positive
Im trying that tomorrow lol,neutral
Imagine if we have Kev one,positive
cherches pas cest le CASE devant p,negative
Anthony Sergent la ca dmerde jte garentit mdr,negative
Pam Meader Rademaker Jerry and Byrons new hobby,positive
Andreas Jagdfeld lohnunternehmen jps2 pflgt im Auftrag hier zu sehen Fahrer Tobias Schmitz,negative
Ben Evans getting the job done,positive
Nick Taranto who does that look like in the paddock,negative
Kiara Cutmore imagine if Kev had one of these,negative
A lot of is the driver,positive
And case drivers care about the environment,positive
Gerard Pich  as de venir a fotreli canya,positive
This man we speak of does have Facebook and we could tag him,negative
Well the man Im thinking of anyway,positive
Mick Rhodes Vs Phil Headland keep it lit Phil,positive
I can see you doing this,positive
Haha that would be awesome,positive
Julian Whittaker Carley George Shane Jeremiah Stephenson,positive
You would swear that fendt is ready to blow up hahaha case wins and is more fuel efficient and healthier for the environment hahahaha,positive
Liam Eyres try this in the challenger,positive
What do you mean would do I do do this,negative
Antoine de Crumiere Thomas Serre,positive
Edward Vanhollebeke dat is ploegn,negative
Beranger Vanessa montre sa mon daron loool,negative
Luca Epple hol den 818 auer Halle,negative
Gethin Morganife dad t yw hwn,negative
Sepp Mayerhofer Tobias Groitl Mathias Meier der fendt,positive
Giel Vanheule Stijn Vercauteren Sander Van Damme Simon Van den Hauwe Gianni de Baets,positive
Ja dienen turboshift ka alleen nie goe afreseren op euvende te groote steeke,negative
Mijn 700 kan da ook  zo snel rijden,negative
Hahah ja zonder ploeg zeker,negative
Justin Thibodeau this how they plow at the sod farm,negative
Met de helft van de brandstof en zonder zonsverduistering lukt het met de Case ook,neutral
Bret Butler Adam Williams there goes lionel,positive
P minner ju lite om Dan nr han r p Grdet Nicolina Lindberg Elne Wiklander,negative
Vitalii Poliushkevich Kim Christensen Philip Peter,positive
Peter Maderer Sebastian Schmidt Andreas Strobl,positive
Romain Laudouar prend exemple pour labourer,positive
Jack Mc Bride case any day of the week,positive
Ha ha jeg ker da ordenligt,negative
Germain Guilbert Nicolas Theron y sac,positive
I see the fendt is stock not Das tractor Notice the extra cooler mounted on its hood also,negative
Le case il avance pas Mdr,negative
This is a sport I could get into,positive
Bloody hell you could see that Fendt from miles,negative
Le fendt est en mcanique  mais le case sac dans le demi tour,negative
and who will pay for the damage those nutbags just made soil is fucked where they turn,negative
Linus Marcel fendt ist nicht in allen schnell D,positive
Ellen Bartlett Laurel Bond a new style for the boys to try out,positive
Dik van Hoorne jij kan het sneller toch,negative
Too much oil in the fendt Surprised with result but love the case international Had David Browns then case tractors,positive
Teddy Robin ton fendt  Lucas Mainguet Corentin Gobin,positive
Simon Schmid den fendt nenne mol an gscheidn vogasa,negative
Joe Van de Wetering Kevin van Alphen Lars Vos gas eroo,negative
On te fait aim la charrue,negative
La au moins il tire sur la charrue,negative
Aaa oui le case le baise quand mme,negative
Bill Stover this is something we would do lol the International grabbing some trail brake and sliding the corner awesome,positive
i recon your hourly rate may be a bit steep looking at this fletty,negative
Lembra ns nas VBTPs Flavio Pillat,negative
Nolan Patrix les demis de mas cher nous 24h,positive
Comment i crache le fendt Romain Gossot,neutral
James Falempin Damien Fouquereau  des malades,negative
Daar is jou kraan niks bij met roken,negative
Mick O Donovan we shud do dis in ur fields with the Massey and new Holland,negative
Heb ook geen hef mar anders,negative
Ionut ne bagam la utilaje grele,negative
Cyril Rivire Fabrice Pagnan il  oublier L ad Blue le tracteur vert,positive
Bah posso estar enganado mas do nosso nvel no 29  BIB so muito poucos,negative
Job done by coffee time,negative
Nan mais look at that  Enguerrand Chaussebourg Jcharles Berneron Julien Milord,positive
Sest le genre de mec qui ne sont pas venu dguiser en feuille de choux pour ce faire brouter le cul par les lapins,negative
James Fulton his will be me some day hahaa,positive
why dont you do this,negative
Can your John Deere plow this fast Brandon Hensley  LOL,negative
After a few beers I might,negative
D Courtney Vaughn you sure you still want that kubota,positive
Beau Kloeppel if me and you farmed together,positive
Brian Sutherland sam Sam Homa,positive
When your dad says its field work time in the spring  Kade Weber Kyle Aaron Weber,negative
Scott Womack this is how Im disking from here on out 60 acres in 5 hours no problem,negative
Now thats how its done Chris Lozinsky Levi Fehr Joshua Newton,negative
Take that case all day Jesus hope guy in the Fendt has a mouth piece and a spare fuel jug,negative
I think I could go faster with my pedal tractor,negative
Hab ich dich schonmal drauf markiert D,negative
John V OBrien Thomas Darcy,positive
Das mache ich auch immer so,negative
Aaran Hamilton with the major springs to mind lol,positive
Jack Jones dont get any ideas,negative
Leck mich fett Fendt Power,positive
Aber irgendwas stimmt da echt nicht D und der wendet viel zu langsam,negative
Aufgedreht bis hinten gegen D,negative
Der msste den case normal Locker nass machen,negative
Guck mal wie langsam der wendet im Vergleich zum case Und holt den fast ein D,negative
Ja  den Case schmeit der Kollege beim Wenden ja fast um D,negative
Fucking hell quick but theyd be chugging through the fuel,negative
Should have got these lads Paul Slattery,negative
Chris Leslie Josh Grantham this what the big xerion bought for,positive
Thats the big fords game right there,positive
Jordan Gillespie Jacob Gillespie Lincoln Max Wilfred Gillespie this would be cobbs style,neutral
ja ke nej jaz z ten,negative
to je vena mesanco za moped notri vleja hahahaha D,negative
Derek Fortenberry Scotty Temple ole case gettin down lol,negative
I might show this to my grandfather lad,positive
Now thats how you plow wet ground,negative
Fucking idiot in the fendt lol case is just poking along nicely,positive
Pius Fink des dean ma a moi,neutral
Looks like my weekends on the farm,negative
Tu netreba ni brnati kolko brto ide al fendt cadi nasmrt,negative
hqha pogledaj stranicu tu jednim haha,negative
Mir bim pflega mitm fendt Raffael Gantner,negative
JohannesWillner  der fendt ist halt a Power Maschine,negative
Eric O Connor Dylan Roy Lee Shane OGrady some race boys fear the deer,negative
Miser on the green lawd,negative
Que humareda lleva el fend,positive
Echa un vistazo Javi Pealbo,positive
Es lo que tiene trucarlos Que sueltan mucho humo,negative
De het kei schrube meh dine,negative
Javi Pealbo  ese est bastante quemado  Tengo un amigo que tiene un fend y est muy contento con el,negative
Ismael Herruzo Alamo no es que este quemado Hay mucha gente que los truca Muchisima,negative
el humo negro el gasoil Si fuera azul sera aceite As en cmo se sabe el jodido y el trucado,negative
Les pauvres ver de terre,negative
That tractor defo not burning right lol,negative
Bastien Alary cest comme sa qui faut faire,positive
Alex Riley is this you,positive
Thomas Wall  Tom Tom Keohane,positive
love the fact that the case is drifting,positive
The case driver is an absolute pro,positive
Teres Andersson Bara  stta fart p Tobbe s det blir lite  p firmakontot Ha en bra midsommar,negative
James Foley ud be mad for that fendt,negative
Oh gracio se fosse azul dizia que eras tu,negative
Allen Below Josh Morgan Justin Littleton,negative
Is this you Jayden Motley,positive
Audris Nzn irk kaip lek,negative
Not even the right colour,negative
Jack  not only does she have to learn tractors,negative
But fuck that fendt can move,negative
Gege Leitner der fendt geht,negative
Jack Francis show this to slogger,negative
Harmon Palmer probably be me next term at tafe,negative
I saved it and will show next time I see him,positive
Stop to fast to fast,negative
